SLNO,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,url
1637,531.0,0.165725047081,0.591337099812,0,39,44,3670.21289062,88.141334189,45,16,116,http://gbpihed.gov.in
1638,1071.0,0.0280112044818,0.296918767507,1,45,151,2824.02148438,95.0390034159,37,8,27,http://gbpihedenvis.nic.in
1639,200.0,0.035,0.2,0,66,3,704.630859375,90.3799085847,21,11,1,http://gbpssi.nic.in
1640,0.0,0.0,0.2,0,0,0,0.0,0.0,0,1,0,http://gcechd.nic.in
1641,56.0,0.0357142857143,0.0178571428571,1,0,2,34.509765625,79.7045673213,1,10,0,http://gcg11.org
1642,0.0,0.0,0.0178571428571,0,0,0,0.0,0.0,0,1,0,http://gcnaigarhi.nic.in
1643,0.0,0.0,0.0178571428571,0,0,0,0.0,0.0,0,1,0,http://gcpgjabalpur.nic.in
1644,0.0,0.0,0.0178571428571,0,0,0,0.0,0.0,0,1,0,http://gcrampur.nic.in
1645,41.0,0.292682926829,0.292682926829,0,2,1,252.120117188,95.4297732898,0,6,0,http://gctohana.gov.in
1646,1430.0,0.306993006993,0.112587412587,15,39,45,6863.74023438,97.7955230655,72,17,29,http://gcwgandhinagar.com
1647,0.0,0.0,0.112587412587,0,0,0,0.0,0.0,0,1,0,http://gcyeh.nic.in
1648,0.0,0.0,0.112587412587,0,0,0,0.0,0.0,0,1,0,http://gdcdhanamp.nic.in
1649,348.0,0.051724137931,0.221264367816,0,61,45,1355.92675781,97.5439854977,37,7,0,http://gdcktripura.nic.in
1650,557.0,0.0,0.35368043088,0,4,61,540.567382812,92.8944739414,39,14,92,http://gdp.nic.in
1651,490.0,0.0204081632653,0.140816326531,1,24,52,2085.50585938,95.9019609863,16,6,0,http://gecidukki.ac.in
1652,745.0,0.0295302013423,0.334228187919,1,54,72,11562.4042969,98.9940879578,53,9,56,http://gecskp.ac.in
1653,2366.0,0.112003381234,0.174133558749,1,421,52,2334.76269531,93.3452735636,29,14,5,http://gectcr.ac.in
1654,674.0,0.013353115727,0.16765578635,1,12,89,1577.76269531,76.4478107288,10,7,3,http://gecwyd.ac.in
1655,507.0,0.272189349112,0.167652859961,1,7,27,1746.140625,85.9288453106,17,7,0,http://geda.gujarat.gov.in
1656,56.0,0.0,0.0178571428571,1,0,2,73.8046875,92.3017889277,1,4,0,http://gedcgoa.org
1657,0.0,0.0,0.0178571428571,0,0,0,0.0,0.0,0,1,0,http://geology.puchd.ac.in
1658,274.0,0.021897810219,0.167883211679,1,15,21,349.459960938,63.3142097041,1,13,3,http://geominjk.nic.in
1659,318.0,0.0786163522013,0.201257861635,0,71,25,820.9140625,86.0137089944,24,11,1,http://getco.co.in
1660,86.0,0.116279069767,0.325581395349,0,50,16,657.5234375,99.1633793947,23,10,1,http://getri.org
1661,271.0,0.0,0.0848708487085,0,68,24,191.55078125,83.6929257499,28,14,4,http://gfcc.bih.nic.in
1662,551.0,0.0562613430127,0.0671506352087,3,18,41,1315.02148438,95.0240683449,34,5,0,http://gfcca.gujarat.gov.in
1663,702.0,0.0769230769231,0.0740740740741,0,14,51,1910.24414062,97.3565633483,18,12,1,http://ggpsurat.org
1664,0.0,0.0,0.0740740740741,0,0,0,0.0,0.0,0,1,0,http://ggsipu.nic.in
1665,379.0,0.131926121372,0.10290237467,0,54,59,293.40625,96.9725210353,63,7,1,http://ghaziabad.nic.in
1666,392.0,0.0178571428571,0.0994897959184,1,2,49,4424.90136719,99.5198074463,35,15,0,http://ghazipur.nic.in
1667,590.0,0.0186440677966,1.89322033898,0,20,22,148.779296875,90.7331801772,4,13,23,http://ghcazlbench.nic.in
1668,252.0,0.0,0.111111111111,0,36,20,131.897460938,91.4217809467,8,9,2,http://ghcitanagar.gov.in
1669,139.0,0.0719424460432,0.0143884892086,0,0,18,666.311523438,99.1867249594,2,11,0,http://ghclsc.gov.in
1670,165.0,0.0,0.721212121212,0,38,17,409.838867188,92.0953118485,19,10,22,http://ghconline.gov.in
1671,574.0,0.371080139373,0.301393728223,4,31,31,3369.08691406,95.3800422905,39,5,20,http://gic.gujarat.gov.in
1672,345.0,0.0840579710145,0.11884057971,0,5,37,4449.8984375,92.0357645101,36,13,2,http://gidagkp.org
1673,261.0,0.0229885057471,0.226053639847,4,9,33,645.21484375,97.1495383684,74,5,0,http://gil.gujarat.gov.in
1674,565.0,0.0938053097345,0.46017699115,1,12,112,597.630859375,63.9840908274,34,13,9,http://giridih.nic.in
1675,453.0,0.105960264901,0.141280353201,3,19,83,850.708007812,87.2723202755,29,5,0,http://girsomnath.gujarat.gov.in
1676,47.0,0.0,0.0212765957447,0,19,0,165.827148438,92.6104341988,56,5,0,http://gis.lsgkerala.gov.in
1677,149.0,0.0805369127517,0.268456375839,0,7,22,488.7734375,63.9065821652,10,11,8,http://gis.up.nic.in
1678,103.0,0.0,0.679611650485,1,114,16,197.096679688,65.2112948218,29,7,7,http://giso.gov.in
1679,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://gitim.puducherry.gov.in
1680,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://gitin.puducherry.gov.in
1681,0.0,0.0,0.181818181818,0,0,0,0.0,0.0,0,1,0,http://gitiw.karaikal.gov.in
1682,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://gitiw.puducherry.gov.in
1683,11.0,0.181818181818,0.181818181818,0,1,0,0.4501953125,0.0,0,1,0,http://gkpdiv.up.nic.in
1684,534.0,0.065543071161,0.0580524344569,3,18,54,802.197265625,92.9936088624,52,5,0,http://gldb.gujarat.gov.in
1685,119.0,0.0168067226891,0.176470588235,1,19,20,384.734375,72.7130122243,7,4,1,http://gmch.gov.in
1686,1105.0,0.0108597285068,0.108597285068,2,10,53,566.69140625,85.620859843,8,14,11,http://gmchassam.gov.in
1687,1016.0,0.011811023622,0.961614173228,0,180,94,151.443359375,75.013863991,42,17,20,http://gmcjammu.nic.in
1688,196.0,0.107142857143,0.15306122449,1,17,31,1257.80566406,96.0321212926,45,8,5,http://gmcnagpur.gov.in
1689,0.0,0.0,0.15306122449,0,0,0,0.0,0.0,0,1,0,http://gmhcollege.nic.in
1690,0.0,0.0,0.15306122449,0,0,0,0.0,0.0,0,1,0,http://gmhs26chd.nic.in
1691,100.0,0.0,0.11,0,4,35,1615.04980469,8.86183487714,26,6,10,http://gmhss.mizoram.gov.in
1692,513.0,0.0,0.311890838207,0,108,39,37.1005859375,81.3534784554,5,6,2,http://go.lsgkerala.gov.in
1693,4.0,0.0,0.0,0,4,1,29.6298828125,96.6579875416,2,1,0,http://goaassembly.gov.in
1694,13.0,0.153846153846,0.0769230769231,0,1,0,0.3701171875,0.0,0,1,0,http://goaassembly.gov.in/member.php?dflag=CM
1695,373.0,0.0241286863271,0.30563002681,1,136,27,1826.54296875,97.5697986505,17,13,0,http://goacivilsupplies.gov.in
1696,781.0,0.0,0.848911651729,1,135,49,186.48828125,79.2782932909,21,10,40,http://goacomtax.gov.in
1697,282.0,0.0,0.0496453900709,1,75,30,864.700195312,97.2620794102,3,11,0,http://goaditc.gov.in
1698,0.0,0.0,0.0496453900709,0,0,0,0.0,0.0,0,1,0,http://goadmg.gov.in
1699,48.0,0.0,0.25,0,5,16,2097.08007812,87.026045329,9,20,11,http://goagst.gov.in
1700,304.0,0.0,0.338815789474,5,102,20,4976.68261719,98.9659590241,7,11,58,http://goahomescience.gov.in
1701,45.0,0.111111111111,0.222222222222,0,20,9,61.9267578125,84.0395502499,3,11,3,http://goalawcommission.gov.in
1702,1102.0,0.00907441016334,0.254083484574,0,85,19,589.36328125,84.9360737554,13,16,16,http://goalpara.gov.in
1703,42.0,0.0,0.0238095238095,0,31,2,509.12109375,98.9028273296,27,15,1,http://goalparadistjudiciary.gov.in
1704,0.0,0.0,0.0238095238095,0,2,0,7.5908203125,85.1794673871,3,1,0,http://goamuseum.gov.in
1705,70.0,0.157142857143,0.214285714286,2,2,17,1265.82714844,52.2408072167,15,5,0,http://goaprintingpress.gov.in/gazettes/search/167
1706,0.0,0.0,0.214285714286,0,0,0,0.0,0.0,0,1,0,http://goaprisons.gov.in
1707,338.0,0.0621301775148,0.109467455621,1,15,34,3041.90136719,92.8584705739,37,15,10,http://goasacs.nic.in
1708,476.0,0.031512605042,0.0945378151261,3,27,66,2215.91113281,91.4868628126,27,8,0,http://goaspcb.gov.in
1709,92.0,0.0652173913043,0.402173913043,0,45,26,95.8740234375,94.0229182582,3,7,4,http://goassa.nic.in
1710,57.0,0.0,0.298245614035,1,31,15,101.477539062,84.1396167948,3,8,11,http://goastatelotteries.gov.in
1711,414.0,0.36231884058,0.0772946859903,0,6,14,1837.671875,84.6473225294,29,12,15,http://goawrd.gov.in
1712,460.0,0.0804347826087,0.380434782609,0,10,88,597.993164062,63.8677542888,26,13,5,http://godda.nic.in
1713,131.0,0.0,0.030534351145,0,36,1,51.583984375,87.9065540873,22,2,3,http://goicharters.nic.in
1714,280.0,0.0285714285714,0.0357142857143,1,0,66,385.9140625,66.3666315768,36,11,0,http://goidirectory.gov.in
1715,160.0,0.0,0.2,3,64,2,787.219726562,95.177102962,5,12,0,http://goir.ap.gov.in
1716,144.0,0.0,0.208333333333,3,64,2,251.653320312,86.1113805963,4,12,0,http://goir.telangana.gov.in
1717,222.0,0.274774774775,0.0585585585586,5,4,25,831.178710938,86.8952576995,26,5,1,http://gokenergy.gov.in
1718,405.0,0.118518518519,0.288888888889,0,57,37,141.87109375,79.9519535229,32,10,20,http://golaghat.gov.in
1719,203.0,0.142857142857,0.118226600985,0,6,45,613.453125,95.116814396,9,13,1,http://golaghatjudiciary.gov.in
1720,278.0,0.460431654676,0.255395683453,7,21,6,3848.66796875,89.1463056922,31,3,24,http://golkondacrafts.telangana.gov.in
1721,756.0,0.0502645502646,0.294973544974,3,10,69,555.911132812,64.2675576589,33,5,24,http://gomati.nic.in
1722,375.0,0.162666666667,0.525333333333,0,11,78,599.030273438,63.7982611871,31,11,5,http://gonda.nic.in
1723,424.0,0.10141509434,0.417452830189,0,9,74,525.15625,61.2048125558,31,9,13,http://gondia.gov.in
1724,0.0,0.0,0.417452830189,0,0,0,0.0,0.0,0,1,0,http://gopoly.nic.in
1725,506.0,0.136363636364,0.51976284585,0,12,95,600.987304688,63.5641871855,41,6,12,http://gorakhpur.nic.in
1726,75.0,0.0,0.0133333333333,0,23,0,163.9765625,90.4027109438,5,13,0,http://gouplanguages.up.nic.in
1727,92.0,0.0326086956522,0.108695652174,1,16,21,691.671875,99.3125522398,16,20,4,http://governor.bih.nic.in
1728,56.0,0.0,0.0714285714286,1,1,12,1943.82617188,98.6861447351,6,14,0,http://governor.tsap.nic.in
1729,701.0,0.0385164051355,0.138373751783,2,16,83,295.6015625,79.5907445093,32,17,0,http://governoruk.gov.in
1730,1.0,0.0,0.0,1,8,1,364.373046875,97.4134188112,4,7,0,http://govtpressmp.nic.in
1731,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://govtprocurement.delhi.gov.in
1732,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://gpb.nic.in
1733,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://gpcashoknagar.nic.in
1734,22.0,1.0,0.0454545454545,0,0,0,1.34765625,0.0,1,3,0,http://gpcj.rajasthan.gov.in
1735,270.0,0.0148148148148,0.155555555556,4,0,32,1719.33398438,98.0763922258,33,6,0,http://gpcl.gujarat.gov.in
1736,0.0,0.0,0.155555555556,0,0,0,0.0,0.0,0,1,0,http://gpiranchi.nic.in
1737,591.0,0.0372250423012,0.116751269036,1,16,33,3375.3515625,95.72070039,20,20,1,http://gpkashipur.in
1738,254.0,0.0393700787402,0.251968503937,0,8,38,2529.7421875,82.683820918,23,16,23,http://gpnagar.ac.in
1739,0.0,0.0,0.251968503937,0,0,0,0.0,0.0,0,1,0,http://gpp.nic.in
1740,75.0,0.32,0.44,4,4,6,1428.54980469,99.446280681,19,6,0,http://gpra.nic.in
1741,241.0,0.0622406639004,0.0207468879668,0,6,10,898.634765625,99.2838528932,2,22,1,http://gprajkot.org
1742,0.0,0.0,0.0207468879668,0,0,0,0.0,0.0,0,1,0,http://gpwchandigarh.gov.in
1743,146.0,0.109589041096,0.102739726027,2,7,4,494.387695312,94.7569693414,3,11,0,http://gramstr.gov.in
1744,735.0,0.0816326530612,0.187755102041,0,23,17,3224.58886719,94.4724966452,66,13,21,http://greene.gov.in
1745,1351.0,0.368615840118,0.182087342709,0,71,53,770.043945312,94.4944041089,12,16,0,http://gridco.co.in
1746,428.0,0.0,0.404205607477,0,59,77,483.40234375,77.2300829892,4,11,2,http://grihkalyankendra.gov.in
1747,11.0,0.363636363636,0.181818181818,0,1,0,0.201171875,0.0,0,1,0,http://grip.gov.in
1748,74.0,0.202702702703,0.445945945946,0,8,21,2000.46289062,86.7525289557,6,16,1,http://grmb.gov.in
1749,698.0,0.0,0.174785100287,0,45,138,4.228515625,0.0,0,5,0,http://grpajmerpolice.rajasthan.gov.in
1750,698.0,0.0,0.174785100287,0,45,138,4.228515625,0.0,0,5,0,http://grpjodhpurpolice.rajasthan.gov.in
1751,210.0,0.119047619048,0.133333333333,0,54,8,416.0703125,78.1824455001,6,13,0,http://grppunjab.org
1752,373.0,0.214477211796,0.27345844504,2,58,44,271.208007812,96.9404105618,12,10,4,http://gsauca.in
1753,277.0,0.0649819494585,0.111913357401,3,14,39,654.818359375,91.050118264,38,4,0,http://gscot.gujarat.gov.in
1754,1279.0,0.0132916340891,0.397967161845,1,114,60,5860.421875,98.5655896147,21,9,94,http://gsdma.org
1755,1230.0,0.0170731707317,0.0918699186992,4,25,10,3970.8203125,98.1470541942,8,4,0,http://gsdp-envis.gov.in
1756,431.0,0.118329466357,0.116009280742,3,2,57,919.15625,90.3070071057,20,5,0,http://gsfc.gujarat.gov.in
1757,196.0,0.0,0.0816326530612,4,94,24,2002.81445312,99.1847897636,40,16,0,http://gsfdcltd.co.in
1758,469.0,0.044776119403,0.130063965885,0,14,31,8234.86425781,99.7341002391,13,10,0,http://gshp2.gov.in
1759,381.0,0.380577427822,0.524934383202,0,53,78,3843.80175781,98.4420433363,20,15,1,http://gsphc.org
1760,0.0,0.0,0.524934383202,0,0,0,0.0,0.0,0,1,0,http://gssaap-cag.nic.in
1761,662.0,0.0921450151057,0.0634441087613,3,22,44,1205.11328125,94.102197991,41,6,0,http://gssca.gujarat.gov.in
1762,0.0,0.0,0.0634441087613,0,0,0,0.0,0.0,0,1,0,http://gst.puducherry.gov.in
1763,800.0,0.02125,0.12125,1,13,33,2654.12207031,89.8343194787,22,21,41,http://gstcxmangalore.gov.in
1764,426.0,0.0211267605634,0.056338028169,1,13,18,1485.37011719,87.1035141573,23,9,1,http://gstdelhiwest.gov.in
1765,237.0,0.198312236287,0.101265822785,1,13,25,605.247070312,95.2942448283,38,11,0,http://gstfc.gujarat.gov.in
1766,1024.0,0.02734375,0.2451171875,1,23,64,2359.26855469,99.2353545752,78,9,12,http://gstjabalpur.gov.in
1767,1387.0,0.0641672674838,0.085075702956,0,25,26,710.665039062,81.9962595555,12,5,10,http://gstkarnataka.gov.in
1768,239.0,0.196652719665,0.1589958159,0,9,45,2393.38671875,91.5087880504,25,7,5,http://gstmumbai.gov.in
1769,146.0,0.013698630137,0.123287671233,0,3,34,3670.06933594,98.2904625173,37,13,0,http://gstmumbaieast.gov.in
1770,61.0,0.0655737704918,0.0655737704918,0,15,28,4919.71875,97.9160910177,24,7,1,http://gswma.gujarat.gov.in
1771,0.0,0.0,0.0655737704918,0,0,0,0.0,0.0,0,1,0,http://gtbh.delhigovt.nic.in
1772,0.0,0.0,0.0655737704918,0,17,0,234.705078125,98.9389942498,7,12,0,http://guj-nwrws.gujarat.gov.in
1773,538.0,0.174721189591,0.375464684015,0,21,30,6474.34960938,99.2554904918,17,9,10,http://guj.bsf.gov.in
1774,326.0,0.104294478528,0.150306748466,3,4,65,1155.99414062,98.0532854399,22,6,0,http://guj.nic.in
1775,410.0,0.0,0.170731707317,1,313,93,666.450195312,81.2420048502,40,13,0,http://gujarat-education.gov.in/higher/index.htm
1776,0.0,0.0,0.170731707317,0,9,0,329.124023438,99.0659391199,9,18,0,http://gujaratassembly.gov.in
1777,0.0,0.0,0.170731707317,0,0,0,0.140625,0.0,0,1,0,http://gujarathc-casestatus.nic.in
1778,376.0,0.0398936170213,0.287234042553,2,9,48,1109.22070312,95.6436722713,56,11,0,http://gujarathighcourt.nic.in
1779,257.0,0.101167315175,0.163424124514,1,8,56,27.8759765625,1.56244526187,8,10,2,http://gujarathighcourt.nic.in/gslsa
1780,208.0,0.0528846153846,0.105769230769,2,17,24,1146.97460938,96.9088175244,9,19,1,http://gujarathousingboard.org
1781,35.0,0.0,0.942857142857,1,7,4,74.5458984375,49.9587345254,2,4,2,http://gujcourts.guj.nic.in
1782,274.0,0.116788321168,0.116788321168,3,20,49,1647.93164062,94.3123541466,34,5,0,http://gujecostat.gujarat.gov.in
1783,487.0,0.0616016427105,0.209445585216,3,8,89,38327.3730469,99.711696851,42,10,4,http://gujenvis.nic.in
1784,335.0,0.0,0.107462686567,0,252,41,906.440429688,92.2837334827,74,16,2,http://gujhd.gujarat.gov.in
1785,1820.0,0.0181318681319,0.247802197802,5,19,92,2010.5390625,93.1798841262,110,4,0,http://gujhealth.gov.in
1786,420.0,0.116666666667,0.409523809524,1,11,87,598.177734375,63.8744951301,32,13,8,http://gumla.nic.in
1787,3.0,0.0,0.0,0,0,0,0.3818359375,0.0,0,1,0,http://guntur.nic.in
1788,168.0,0.0,0.107142857143,0,70,36,357.038085938,93.6333275895,14,7,2,http://gurdaspur.nic.in
1789,462.0,0.012987012987,0.207792207792,0,131,65,1238.78710938,87.7004504469,46,18,0,http://gurgaon.haryanapolice.gov.in
1790,265.0,0.0,0.0905660377358,0,125,25,915.225585938,96.0552331382,62,13,0,http://gurudwara.delhigovt.nic.in
1791,150.0,0.0,0.36,3,103,25,977.90625,96.7901167993,37,8,19,http://guruvayurdevaswom.nic.in
1792,401.0,0.0149625935162,0.226932668329,1,15,40,228.071289062,83.8604979768,9,14,1,http://guwahati.stpi.in
1793,220.0,0.118181818182,0.3,0,32,26,1086.26464844,83.800833382,6,9,0,http://guwahaticitypolice.gov.in
1794,17.0,0.294117647059,0.0,0,8,0,126.041992188,85.4912564792,1,14,1,http://guwahatijalboard.gov.in
1795,266.0,0.0,0.0338345864662,0,197,33,136.552734375,93.3404848745,78,11,2,http://gvc.gujarat.gov.in
1796,292.0,0.041095890411,0.335616438356,0,27,46,3859.97265625,94.7172907434,20,8,3,http://gvc.org.in
1797,95.0,0.2,0.105263157895,3,39,18,2576.35058594,94.3612327121,25,13,1,http://gwaliormunicipalcorporation.org
1798,0.0,0.0,0.105263157895,0,0,0,0.0,0.0,0,1,0,http://gwcsambalpur.nic.in
1799,504.0,0.0277777777778,0.303571428571,1,99,85,1897.50585938,94.4125357814,55,17,0,http://gwmc.gov.in
1800,0.0,0.0,0.303571428571,0,0,0,0.0,0.0,0,1,0,http://gwpci.nic.in
1801,0.0,0.0,0.303571428571,0,0,0,0.0,0.0,0,1,0,http://gwpcjabalpur.nic.in
1802,0.0,0.0,0.303571428571,0,0,0,0.0,0.0,0,1,0,http://gwpckgn.nic.in
1803,645.0,0.0294573643411,0.274418604651,0,19,54,1164.15429688,99.0688653747,11,13,15,http://gwrdc.gujarat.gov.in
1804,702.0,0.276353276353,0.159544159544,0,35,22,3415.93457031,88.7211160242,46,15,57,http://gyansankalp.nic.in
1805,0.0,0.0,0.159544159544,0,0,0,0.0,0.0,0,1,0,http://hadpnilgiris.nic.in
1806,0.0,0.0,0.159544159544,0,0,0,0.0,0.0,0,1,0,http://hafed.gov.in
1807,258.0,0.151162790698,0.0658914728682,3,29,28,4283.30175781,94.6751340199,21,7,23,http://hailakandi.gov.in
1808,244.0,0.00819672131148,0.127049180328,0,24,40,678.435546875,97.8474719239,18,20,1,http://hailakandijudiciary.gov.in
1809,0.0,0.0,0.127049180328,0,67,43,6195.6484375,97.2158350808,127,13,8,http://haj.gov.in
1810,365.0,0.0602739726027,0.197260273973,1,57,33,2087.54296875,97.8044520042,10,11,1,http://hajcommittee.gov.in
1811,0.0,0.0,0.197260273973,0,0,0,0.0,0.0,0,1,0,http://haldiatourism.gov.in
1812,0.0,0.0,0.197260273973,0,0,0,0.0,0.0,0,1,0,http://hamaribitiya.nic.in
1813,390.0,0.0692307692308,0.482051282051,0,15,75,601.546875,63.798897374,34,16,15,http://hamirpur.nic.in
1814,300.0,0.296666666667,0.0833333333333,10,2,23,1159.39550781,95.9468371937,254,23,1,http://hamirpurpolice.gov.in
1815,157.0,0.375796178344,0.305732484076,2,3,35,8507.35058594,68.936261117,40,14,0,http://hanamkonda.telangana.gov.in
1816,1742.0,0.0298507462687,0.210677382319,5,29,58,39910.9697266,99.5630778104,119,16,26,http://handicrafts.nic.in
1817,333.0,0.0600600600601,0.117117117117,0,1,49,2221.3515625,99.464800076,22,20,0,http://handloom.odisha.gov.in
1818,33.0,0.0606060606061,0.424242424242,0,39,11,165.829101562,80.7672149297,4,10,3,http://handloom.up.nic.in
1819,25.0,0.0,0.52,0,31,2,155.479492188,95.5449058168,5,13,3,http://handloomdirectorate.up.nic.in
1820,990.0,0.0494949494949,0.218181818182,0,13,49,23689.2626953,98.4863964402,25,8,1,http://handlooms.gov.in
1821,110.0,0.0272727272727,0.163636363636,0,2,13,471.807617188,88.8698924308,4,6,0,http://handloomschemes.gov.in
1822,288.0,0.0104166666667,0.204861111111,2,3,24,2380.52246094,98.5614043004,29,7,2,http://hanumangarh.rajasthan.gov.in
1823,698.0,0.0,0.174785100287,0,45,138,4.228515625,0.0,0,5,0,http://hanumangarhpolice.rajasthan.gov.in
1824,257.0,0.0622568093385,0.0894941634241,3,13,19,1643.16308594,95.667832918,17,19,2,http://hap3rdbn.haryanapolice.gov.in
1825,316.0,0.104430379747,0.509493670886,0,17,71,598.97265625,64.0437402584,27,13,8,http://hapur.nic.in
1826,614.0,0.130293159609,0.231270358306,0,21,67,2169.47363281,96.5975869903,57,11,7,http://haraviation.gov.in
1827,331.0,0.135951661631,0.564954682779,0,15,70,600.41015625,63.8977261638,36,16,18,http://hardoi.nic.in
1828,558.0,0.111111111111,0.256272401434,2,50,58,1663.10449219,89.9638230695,106,23,7,http://hareda.gov.in
1829,484.0,0.0413223140496,0.121900826446,0,6,58,1781.5625,89.537745571,17,11,0,http://harenvironment.gov.in
1830,454.0,0.068281938326,0.176211453744,0,5,65,1360.15234375,93.8986039592,25,8,0,http://harfish.gov.in
1831,611.0,0.0360065466448,0.253682487725,2,94,24,2850.56152344,98.1791553542,34,18,0,http://hargauseva.gov.in
1832,341.0,0.117302052786,0.683284457478,0,10,71,532.046875,60.4638997386,25,8,13,http://haridwar.gov.in
1833,296.0,0.679054054054,0.22972972973,1,26,23,12188.6259766,98.4984560321,91,13,16,http://harithaharam.telangana.gov.in
1834,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://harkhadi.nic.in
1835,884.0,0.0180995475113,0.255656108597,0,2,79,2137.53417969,97.6495258893,22,14,5,http://harprathmik.gov.in
1836,69.0,0.0,0.101449275362,0,0,0,647.493164062,93.7793443162,18,20,2,http://harsamadhan.gov.in
1837,116.0,0.0,0.0344827586207,1,0,6,114.107421875,76.0274207076,5,5,0,http://harspagy.gov.in
1838,1797.0,0.935447968837,0.116304952699,1,75,143,532.838867188,97.5393446439,95,11,3,http://hartrans.gov.in
1839,19.0,0.210526315789,0.0,0,2,0,1.3251953125,0.0,1,2,0,http://hartron.org.in
1840,163.0,0.153374233129,0.484662576687,0,42,21,625.590820312,99.6006899728,6,10,18,http://haryanaarchives.gov.in
1841,1118.0,0.0,0.0787119856887,0,60,48,224.678710938,85.3871196283,44,4,2,http://haryanaassembly.gov.in
1842,0.0,0.0,0.0787119856887,0,0,0,0.6171875,0.0,1,2,0,http://haryanacmoffice.gov.in
1843,192.0,0.0104166666667,0.229166666667,0,2,40,13546.4853516,99.7372185085,30,8,7,http://haryanafood.gov.in
1844,428.0,0.0700934579439,0.228971962617,0,14,78,3531.88769531,86.7510098425,38,7,5,http://haryanaforest.gov.in
1845,396.0,0.0328282828283,0.0909090909091,4,27,51,257.29296875,79.0118724096,9,12,2,http://haryanahealth.gov.in
1846,197.0,0.421319796954,0.279187817259,0,18,32,673.080078125,92.4152029645,13,12,4,http://haryanait.gov.in
1847,0.0,0.0,0.279187817259,0,0,0,0.0,0.0,0,1,0,http://haryanapolice.nic.in
1848,430.0,0.118604651163,0.244186046512,3,44,36,2100.03027344,95.1173043915,42,16,7,http://haryanapoliceonline.gov.in
1849,296.0,0.422297297297,0.165540540541,0,1,56,1807.42578125,99.3696253088,22,6,2,http://haryanapost.gov.in
1850,389.0,0.0514138817481,0.107969151671,0,5,44,1310.08105469,95.8939205664,34,12,0,http://haryanaprisons.gov.in
1851,354.0,0.0,0.579096045198,1,19,34,1743.26367188,97.8588898562,40,7,21,http://haryanapwd.gov.in
1852,363.0,0.0495867768595,0.228650137741,0,34,59,1544.83984375,96.5118881154,36,16,4,http://haryanarajbhavan.gov.in
1853,232.0,0.0258620689655,0.073275862069,0,8,5,4366.80664062,91.2786669678,11,12,0,http://haryanarera.gov.in
1854,589.0,0.081494057725,0.176570458404,0,13,75,2294.796875,97.3496428742,40,9,1,http://haryanarural.gov.in
1855,94.0,0.0,0.265957446809,0,1,31,4157.34667969,98.4447242892,52,9,8,http://haryanasamvad.gov.in
1856,482.0,0.0560165975104,0.126556016598,0,2,73,1366.42382812,93.2755296173,37,13,6,http://haryanascbc.gov.in
1857,499.0,0.0060120240481,0.0781563126253,0,0,25,275.313476562,90.8399870886,15,4,1,http://haryanaseeds.gov.in
1858,202.0,0.767326732673,0.252475247525,0,15,40,978.991210938,98.4520497523,7,7,6,http://haryanasports.gov.in
1859,231.0,0.0,0.233766233766,0,18,40,1138.99023438,83.3174429791,59,20,9,http://haryanatax.gov.in
1860,305.0,0.170491803279,0.288524590164,0,13,60,3252.36914062,90.8636913116,44,17,0,http://haryanatourism.gov.in
1861,48.0,0.125,0.104166666667,0,64,1,64.4619140625,83.8476571377,51,7,5,http://haryanaurdu.nic.in
1862,510.0,0.11568627451,0.186274509804,0,10,47,1971.015625,80.9096674462,15,12,1,http://haryanavigilance.gov.in
1863,582.0,0.106529209622,0.348797250859,1,15,105,601.287109375,63.8001487694,38,13,9,http://hassan.nic.in
1864,360.0,0.130555555556,0.497222222222,0,9,82,598.369140625,63.8202797317,28,11,8,http://hathras.nic.in
1865,316.0,0.107594936709,0.0981012658228,0,9,78,600.73828125,63.6604373525,30,13,9,http://haveri.nic.in
1866,523.0,0.0516252390057,0.439770554493,0,12,92,600.311523438,63.6093890054,39,10,16,http://hazaribag.nic.in
1867,160.0,0.0,0.175,0,70,30,191.602539062,96.0988985785,16,14,1,http://hb.telangana.gov.in
1868,160.0,0.0,0.08125,0,1,3,30.7041015625,77.4052988137,5,6,0,http://hbc.mizoram.gov.in
1869,436.0,0.0389908256881,0.211009174312,0,22,46,8677.85742188,94.9212851585,53,11,8,http://hbh.gov.in
1870,168.0,0.0952380952381,0.238095238095,2,31,26,104.133789062,88.6864291542,2,7,1,http://hbvdassam.gov.in
1871,372.0,0.0887096774194,0.545698924731,1,100,54,946.131835938,91.1230864984,64,13,31,http://hck.gov.in
1872,365.0,0.0,0.482191780822,1,15,34,2065.04394531,72.7886768451,10,13,1,http://hckrecruitment.nic.in
1873,823.0,0.0,0.182260024301,0,147,66,485.534179688,88.8287505506,60,14,3,http://hcmimphal.nic.in
